,route_release_id,route_release_revision,route_algorithm_version,target_month,demographic,granular_audience,total_processing_time,processed_datetime,figures.impacts,figures.impacts_pedestrian,figures.impacts_vehicular,figures.reach,figures.average_frequency,figures.rag_status,metrics.total_frames,metrics.total_dynamic_frames,metrics.total_contacts,metrics.total_actual_contacts,metrics.total_respondents,metrics.total_actual_respondents,UID
0,46,1,10.2,8,All Adults 15+ (1),All Adults (1),146,2023-07-06 00:17:38,426.9459532666,200.4967643991,226.4491888675,359.7187089273,1.1868883733,green,100,4,74178,16253,16732,2993,3205d2264061c14d794244755edc447d6585e8a3fa01fb9966c3493a38a3bddb
